impound_no,Animal_ID,Data_Source,Record_Type,Link,location,name,animal_type,Age,Animal_Gender,breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,picture,image_alt_text,Description ,Temperament
K19-117007,A584467,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987888,In Public Home,,Dog,,Female,Miniature Schnauzer,Unknown,05/07/2019 12:00:00 AM,Date Found,FAIRWOOD GREENS - ALLEN PARK,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987888,Image Copyright HLP Inc. 2019,,
K19-116308,A582319,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977596,LOST,Rosie,Cat,,Female,Maine Coon,Unknown,04/03/2019 12:00:00 AM,Date Lost,UNIT 1,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977596,Image Copyright HLP Inc. 2019,,
K19-116523,A583028,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980962,LOST,Oscar,Cat,,Male,Domestic Shorthair,Unknown,04/15/2019 12:00:00 AM,Date Lost,NE 198TH ST AND 7TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980962,Image Copyright HLP Inc. 2019,,
K19-116312,A582336,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977722,LOST,Sammy,Cat,,Female,Domestic Shorthair,Unknown,04/05/2019 12:00:00 AM,Date Lost,27000 CAMBRIDGE PL,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977722,Image Copyright HLP Inc. 2019,,
K19-116972,A584346,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987446,LOST,Greer,Dog,,Female,Scottish Terrier,Unknown,05/06/2019 12:00:00 AM,Date Lost,NE 50TH ST AND W. LK. SAMMAMISH WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987446,Image Copyright HLP Inc. 2019,,
K19-116805,A583861,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984999,LOST,Miss M Kitty,Cat,,Female,Domestic Shorthair,Unknown,04/12/2019 12:00:00 AM,Date Lost,4600 47TH ST SE,AUBURN,WA,98092,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984999,Image Copyright HLP Inc. 2019,,
K19-116289,A582216,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977196,LOST,Doogie,Dog,,Male,Chihuahua - Long Haired,Unknown,04/03/2019 12:00:00 AM,Date Lost,S 36TH PLACE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977196,Image Copyright HLP Inc. 2019,,
K19-117006,A584466,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987866,LOST,Curchill,Cat,,Male,Domestic Longhair,Unknown,05/07/2019 12:00:00 AM,Date Lost,13700 SE 173RD PL,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987866,Image Copyright HLP Inc. 2019,,
K19-116428,A582686,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979221,LOST,Purl,Dog,,Female,German Shepherd,Unknown,04/09/2019 12:00:00 AM,Date Lost,30400 NE TOLT HILL RD,CARNATION,WA,98014,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979221,Image Copyright HLP Inc. 2019,,
K19-116996,A584447,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987789,LOST,Niles,Cat,,Male,American Shorthair,Gray,05/02/2019 12:00:00 AM,Date Lost,32900 NE 140TH PL,DUVALL,WA,98019,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987789,Image Copyright HLP Inc. 2019,,
K19-116401,A582635,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978849,LOST,Skylar,Cat,,Male,American Shorthair,Unknown,04/04/2019 12:00:00 AM,Date Lost,72ND AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978849,Image Copyright HLP Inc. 2019,,
K19-116693,A583662,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983732,LOST,Lou,Dog,,,Chihuahua - Smooth Coated,Unknown,04/24/2019 12:00:00 AM,Date Lost,160TH 7TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983732,Image Copyright HLP Inc. 2019,,
K19-116653,A583524,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983153,LOST,Tony,Dog,,Male,Labrador Retriever,Unknown,04/22/2019 12:00:00 AM,Date Lost,48TH AVE SOUTH AND S. OTHELLO ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983153,Image Copyright HLP Inc. 2019,,
K19-117012,A584477,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988005,LOST,Cat,Cat,,Male,Domestic Shorthair,Unknown,05/07/2019 12:00:00 AM,Date Lost,13800 439TH PL SE,NORTH BEND,WA,98045,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988005,Image Copyright HLP Inc. 2019,,
K19-116844,A584014,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985713,LOST,Pike,Cat,,Male,Domestic Shorthair,Unknown,04/28/2019 12:00:00 AM,Date Lost,WELLS AVE S. & S 5TH ST. IN RENTON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985713,Image Copyright HLP Inc. 2019,,
K19-116976,A584395,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987565,In Public Home,,Dog,,Female,Yorkshire Terrier,Brown,05/06/2019 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987565,Image Copyright HLP Inc. 2019,,
K19-116606,A583407,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982659,LOST,Kitty,Cat,,Male,Domestic Shorthair,Unknown,04/21/2019 12:00:00 AM,Date Lost,12600 NE 130TH WAY,KIRKLAND,WA,98034,KIRKLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982659,Image Copyright HLP Inc. 2019,,
K19-117056,A584642,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988580,LOST,Gigi,Cat,,Male,Siamese,Unknown,04/11/2019 12:00:00 AM,Date Lost,310TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988580,Image Copyright HLP Inc. 2019,,
K19-116964,A584318,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987346,LOST,Baby,Dog,,Male,Chihuahua - Smooth Coated,Unknown,05/05/2019 12:00:00 AM,Date Lost,ALKI BEACH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987346,Image Copyright HLP Inc. 2019,,
K19-116485,A582902,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980327,LOST,Snoopy,Dog,,Male,Standard Poodle,Unknown,04/14/2019 12:00:00 AM,Date Lost,124TH STREET SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980327,Image Copyright HLP Inc. 2019,,
K19-116699,A583669,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983739,LOST,Lou,Dog,,,Chihuahua - Smooth Coated,Unknown,04/24/2019 12:00:00 AM,Date Lost,160TH 7TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983739,Image Copyright HLP Inc. 2019,,
K19-116660,A583530,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983257,LOST,Raja,Cat,,Male,Domestic Longhair,Unknown,04/18/2019 12:00:00 AM,Date Lost,20600 11TH AVE S,DES MOINES,WA,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983257,Image Copyright HLP Inc. 2019,,
K19-117016,A584501,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988048,LOST,Princess,Dog,,Female,Toy Poodle,Unknown,05/06/2019 12:00:00 AM,Date Lost,HOME,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988048,Image Copyright HLP Inc. 2019,,
K19-116937,A584262,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986920,In Public Home,,Cat,,,Domestic Longhair,Unknown,05/05/2019 12:00:00 AM,Date Found,52ND AVENUE S & INTERURBAN AVENUE S,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986920,Image Copyright HLP Inc. 2019,,
K19-116256,A582124,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1976680,LOST,Mikey,Cat,,Male,American Shorthair,Unknown,03/31/2019 12:00:00 AM,Date Lost,CANYON ROAD E & 117TH ST. CT. E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1976680,Image Copyright HLP Inc. 2019,,
K19-116307,A582317,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977590,LOST,Charlie,Dog,,Female,Dachshund,Unknown,04/02/2019 12:00:00 AM,Date Lost,17700 SE 415TH ST,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977590,Image Copyright HLP Inc. 2019,,
K19-116689,A583643,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983678,LOST,Bandit,Cat,,Male,Domestic Shorthair,Unknown,03/28/2019 12:00:00 AM,Date Lost,20400 NE 108TH ST,REDMOND,WA,98053,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983678,Image Copyright HLP Inc. 2019,,
K19-116399,A582633,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978770,In Public Home,,Cat,,Male,Domestic Shorthair,Gray Tabby / White,04/08/2019 12:00:00 AM,Date Found,600 STRANDER BLVD,TUKWILA,WA,98188,TUKWILA,47.454305,-122.246562,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978770,Image Copyright HLP Inc. 2019,,
K19-116777,A583792,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984508,LOST,Daisy,Dog,,Female,Yorkshire Terrier,Unknown,04/12/2019 12:00:00 AM,Date Lost,219TH ST CT E AND 94TH AVE E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984508,Image Copyright HLP Inc. 2019,,
K19-116894,A584156,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986324,LOST,Max,Dog,,Male,West Highland White Terrier,Unknown,05/01/2019 12:00:00 AM,Date Lost,20TH AND 103RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986324,Image Copyright HLP Inc. 2019,,
K19-116863,A584059,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985875,LOST,Smokey,Dog,,Female,German Shorthaired Pointer,Unknown,04/30/2019 12:00:00 AM,Date Lost,8000 361ST AVE NE,CARNATION,WA,98014,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985875,Image Copyright HLP Inc. 2019,,
K19-116955,A584274,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987008,LOST,Luna,Dog,,Female,German Shepherd,Unknown,05/04/2019 12:00:00 AM,Date Lost,400 N 36TH ST,SEATTLE,WA,98103,SEATTLE,47.651523,-122.354253,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987008,Image Copyright HLP Inc. 2019,,
K19-116743,A583758,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984141,LOST,Michu,Cat,,Female,American Shorthair,Unknown,04/25/2019 12:00:00 AM,Date Lost,CARRINGTON APARTMENTS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984141,Image Copyright HLP Inc. 2019,,
K19-116259,A582136,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1976780,LOST,Hocus Pocus,Cat,,Male,Domestic Shorthair,Unknown,03/28/2019 12:00:00 AM,Date Lost,20600 223RD PL SE,MAPLE VALLEY,WA,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1976780,Image Copyright HLP Inc. 2019,,
K19-116974,A584348,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987454,In Public Home,,Cat,,Female,Domestic Mediumhair,Brown / Unknown,04/25/2019 12:00:00 AM,Date Found,46TH PL S AND S 288TH ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987454,Image Copyright HLP Inc. 2019,,
K19-116332,A582389,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978036,LOST,Allie,Cat,,Female,Domestic Mediumhair,Unknown,04/05/2019 12:00:00 AM,Date Lost,10300 3RD AVE NW,SEATTLE,WA,98177,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978036,Image Copyright HLP Inc. 2019,,
K19-116358,A582464,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978276,LOST,Dog,Dog,,Female,American Pit Bull Terrier,Unknown,04/07/2019 12:00:00 AM,Date Lost,600 CLEARVIEW POINT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978276,Image Copyright HLP Inc. 2019,,
K19-117054,A584620,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988573,In Public Home,,Cat,,Male,Domestic Shorthair,Black / Black,04/19/2019 12:00:00 AM,Date Found,2800 140TH AVE NE,BELLEVUE,WA,98005,BELLEVUE,47.635301,-122.156037,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988573,Image Copyright HLP Inc. 2019,,
K19-116331,A582388,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978033,LOST,Odin,Cat,,Male,Domestic Shorthair,Unknown,04/02/2019 12:00:00 AM,Date Lost,15000 SE 276TH PL,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978033,Image Copyright HLP Inc. 2019,,
K19-116446,A582802,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979693,LOST,Patrick,Dog,,Male,Labrador Retriever,Unknown,04/12/2019 12:00:00 AM,Date Lost,26000 MARINE VIEW DR S,DES MOINES,WA,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979693,Image Copyright HLP Inc. 2019,,
K19-116680,A583595,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983549,LOST,Raja,Cat,,Male,Domestic Longhair,Unknown,04/13/2019 12:00:00 AM,Date Lost,S 206TH STREET & 11TH AVENUE S,DES MOINES,WA,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983549,Image Copyright HLP Inc. 2019,,
K19-116695,A583664,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983737,LOST,Greta,Cat,,Female,American Shorthair,Unknown,04/24/2019 12:00:00 AM,Date Lost,3100 168TH PL SE,BELLEVUE,WA,98008,BELLEVUE,47.581733,-122.115105,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983737,Image Copyright HLP Inc. 2019,,
K19-117052,A584618,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988569,In Public Home,,Dog,,Female,Yorkshire Terrier,Brown / Brown,05/06/2019 12:00:00 AM,Date Found,CARMICHAEL RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988569,Image Copyright HLP Inc. 2019,,
K19-116207,A581980,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1975985,In Public Home,,Cat,,Male,American Shorthair,Black,04/01/2019 12:00:00 AM,Date Found,100 MOUNT OLYMPUS DR NW,ISSAQUAH,WA,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1975985,Image Copyright HLP Inc. 2019,,
K19-116678,A583592,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983487,LOST,Sofia,Cat,,Female,American Shorthair,Unknown,04/23/2019 12:00:00 AM,Date Lost,13400 SE 268TH ST,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983487,Image Copyright HLP Inc. 2019,,
K19-116991,A584442,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987737,LOST,Blade,Cat,,Male,Domestic Shorthair,Unknown,04/03/2019 12:00:00 AM,Date Lost,I’M FRONT OF OUR HOME,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987737,Image Copyright HLP Inc. 2019,,
K19-116522,A583027,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980961,LOST,Rocky,Cat,,Male,Siamese,Unknown,04/13/2019 12:00:00 AM,Date Lost,8TH AVENUE S & S 146TH ST,BURIEN,WA,98168,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980961,Image Copyright HLP Inc. 2019,,
K19-116852,A584048,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985786,LOST,Clancy,Cat,,Male,Domestic Mediumhair,Unknown,04/06/2019 12:00:00 AM,Date Lost,438TJ AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985786,Image Copyright HLP Inc. 2019,,
K19-116347,A582409,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978197,LOST,Mozzie,Dog,,Male,American Staffordshire,Unknown,04/07/2019 12:00:00 AM,Date Lost,600 CLEARVIEW PT,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978197,Image Copyright HLP Inc. 2019,,
K19-116840,A584007,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985626,LOST,Shelby,Dog,,Female,Bichon Frise,Unknown,05/01/2019 12:00:00 AM,Date Lost,3600 W MERCER WAY,MERCER ISLAND,WA,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985626,Image Copyright HLP Inc. 2019,,
K19-116425,A582684,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979102,LOST,Leia,Dog,,Female,Border Collie,Unknown,04/09/2019 12:00:00 AM,Date Lost,30501-30599 7TH AVE SW,FEDERAL W,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979102,Image Copyright HLP Inc. 2019,,
K19-116865,A584084,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985903,LOST,Dinan,Dog,,Female,Golden Retriever,Unknown,05/02/2019 12:00:00 AM,Date Lost,VALLEY AVENUE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985903,Image Copyright HLP Inc. 2019,,
K19-116864,A584060,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985876,LOST,Smokey,Dog,,Female,German Shorthaired Pointer,Unknown,04/30/2019 12:00:00 AM,Date Lost,8000 361ST AVE NE,CARNATION,WA,98014,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985876,Image Copyright HLP Inc. 2019,,
K19-116633,A583505,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983088,LOST,Q,Cat,,Male,Domestic Shorthair,Unknown,04/06/2019 12:00:00 AM,Date Lost,SW MANNING ST AND SW SPOKANE ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983088,Image Copyright HLP Inc. 2019,,
K19-116883,A584111,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986115,LOST,Manny,Dog,,Male,Yorkshire Terrier,Unknown,05/01/2019 12:00:00 AM,Date Lost,35500 44TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986115,Image Copyright HLP Inc. 2019,,
K19-116210,A582020,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1976101,LOST,Maia,Dog,,Female,Alaskan Husky,Unknown,03/31/2019 12:00:00 AM,Date Lost,15000 SE 44TH ST,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1976101,Image Copyright HLP Inc. 2019,,
K19-116925,A584223,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986679,LOST,Juniper,Dog,,Female,Chihuahua - Long Haired,Unknown,05/04/2019 12:00:00 AM,Date Lost,22200 SE 272ND PL,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986679,Image Copyright HLP Inc. 2019,,
K19-116659,A583529,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983221,In Public Home,,Dog,,Male,Rottweiler,Black / Brown,04/22/2019 12:00:00 AM,Date Found,SE 164TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983221,Image Copyright HLP Inc. 2019,,
